Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Thor: Ragnarok,2017,Taika Waititi,"['Adventure', 'Action', 'Science Fiction']",3.5,3.75,131,['USA'],English,['English'],2008050,262375,662492,"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Tessa Thompson', 'Jeff Goldblum', 'Idris Elba', 'Karl Urban', 'Mark Ruffalo', 'Anthony Hopkins', 'Benedict Cumberbatch', 'Taika Waititi', 'Rachel House', 'Clancy Brown', 'Tadanobu Asano', 'Ray Stevenson', 'Zachary Levi', 'Stan Lee', 'Georgia Blizzard', 'Amali Golden', 'Luke Hemsworth', 'Sam Neill', 'Matt Damon', 'Charlotte Nicdao', 'Ashley Ricardo', 'Shalom Brune-Franklin', 'Taylor Hemsworth', 'Cohen Holloway', ""Alia Seror-O'Neill"", 'Sophia Laryea', 'Steven Oliver', 'Hamish Parkinson', 'Jasper Bagg', 'Sky Castanho', 'Shari Sebbens', 'Richard Green', 'Sol Castanho', 'Jet Tranter', 'Samantha Hopper', 'Eloise Winestock', 'Rob Mayes', 'Tahlia Jade', 'Winnie Mzembe', 'Sean Edward Frazer', 'Connor Zegenhagen', 'Tracie Filmer', 'Tracey Lee Maxwell', 'Beatrice Ward', 'Donnie Baxter', 'Greta Carew-Johns', 'Mollie McGregor', 'Sophia McGregor', 'Scarlett Johansson', 'Katie Anderson', 'Ash Ricardo', 'Sam Hargrave', 'Garreth Hadfield', 'Braden Lewis']",['Marvel Studios'],https://letterboxd.com//film/thor-ragnarok/
It,2017,Andy Muschietti,"['Fantasy', 'Horror']",4,3.44,135,['USA'],English,['English'],1870097,160829,473192,"['Jaeden Martell', 'Sophia Lillis', 'Bill Skarsgård', 'Finn Wolfhard', 'Jack Dylan Grazer', 'Jeremy Ray Taylor', 'Chosen Jacobs', 'Wyatt Oleff', 'Nicholas Hamilton', 'Stephen Bogaert', 'Jackson Robert Scott', 'Stuart Hughes', 'Owen Teague', 'Molly Atkinson', 'Jake Sim', 'Logan Thompson', 'Katie Lunman', 'Geoffrey Pounsett', 'Pip Dwyer', 'Steven Williams', 'Elizabeth Saunders', 'Megan Charpentier', 'Joe Bostick', 'Ari Cohen', 'Anthony Ulc', 'Javier Botet', 'Carter Musselman', 'Tatum Lee', 'Edie Inksetter', 'Martha Gibson', 'Kasie Rayner', 'Isabelle Nélisse', 'Jocelyn Mattka', 'Donald Tripe', 'Liz Gordon', 'Paige Rosamond', 'Neil Crone', 'Sonia Gascón', 'Janet Porter', 'Memo Díaz Capt.', 'Chantal Vachon', 'Roberto Campanella', 'Cyndy Day', 'David Katzenberg', 'Bobby Leigh', 'Kate Moyer', 'Sherry Nelson', 'Jimmy Star', 'Kelly Van der Burg']","['New Line Cinema', 'Vertigo Entertainment', 'Lin Pictures', 'KatzSmith Productions']",https://letterboxd.com//film/it-2017/
mother!,2017,Darren Aronofsky,"['Drama', 'Horror', 'Thriller']",4,3.46,121,['USA'],English,['English'],724768,128445,189055,"['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris', 'Michelle Pfeiffer', 'Brian Gleeson', 'Domhnall Gleeson', 'Jovan Adepo', 'Amanda Chiu', 'Patricia Summersett', 'Eric Davis', 'Raphael Grosz-Harvey', 'Emily Hampshire', 'Abraham Aronofsky', 'Luis Oliva', 'Stephanie Ng Wan', 'Chris Gartin', 'Stephen McHattie', 'Ambrosio De Luca', 'Gregg Bello', 'Arthur Holden', 'Henry Kwok', 'Alex Bisping', 'Koumba Ball', 'Robert Higden', 'Elizabeth Neale', 'Kristen Wiig', 'Scott Humphrey', 'Marcia Jean Kurtz', 'Anton Koval', 'Carolyn Fe', 'Anana Rydvald', 'Cristina Rosato', 'Pierre Simpson', 'Mylene Savoie', 'Gitz Crazyboy', ""Shaun O'Hagan"", 'Sabrina Campilii', 'Stanley B. Herman', 'Mizinga Mwinga', 'Genti Bejko', 'Andreas Apergis', 'Julianne Jain', 'Julien Irwin Dupuy', 'Bronwen Mantel', 'Amanda Warren', 'Mason Franklin', 'Laurence Leboeuf', 'Sarah-Jeanne Labrosse', 'Xiao Sun', 'Melissa Toussaint', 'Fred Nguyen Khan', 'Danny MAlin', 'Adam Bernett', 'Bineyam Girma', 'Oliver Koomsatira', 'Mercedes Leggett', 'Alain Chanoine', 'Kimberly Laferriere', 'Deena Aziz', 'Izabela Dąbrowska', 'Hamza Haq', 'Vitali Makarov', 'Daniela Sandiford', 'Nathaly Thibault', 'Chloë Bellande', 'Nobuya Shimamoto']","['Protozoa Pictures', 'Paramount']",https://letterboxd.com//film/mother-2017/
"Three Billboards Outside Ebbing, Missouri",2017,Martin McDonagh,"['Crime', 'Drama']",3.5,4.02,115,"['UK', 'USA']",English,['English'],793520,112520,246584,"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Lucas Hedges', 'Abbie Cornish', 'Caleb Landry Jones', 'Peter Dinklage', 'John Hawkes', 'Samara Weaving', 'Zeljko Ivanek', 'Clarke Peters', 'Amanda Warren', 'Kerry Condon', 'Darrell Britt-Gibson', 'Kathryn Newton', 'Sandy Martin', 'Riya May Atwood', 'Selah Atwood', 'Malaya Rivera Drew', 'Christopher Berry', 'Jerry Winsett', 'Brendan Sexton III', 'Alejandro Barrios', 'Jason Ledford', 'Gregory Nassif St. John', 'Allyssa Barley', 'William J. Harrison', 'Eleanor Threatt', 'Michael Aaron Milligan', 'Nick Searcy']","['Blueprint Pictures', 'Cutting Edge Group', 'Fox Searchlight Pictures', 'Film4 Productions']",https://letterboxd.com//film/three-billboards-outside-ebbing-missouri/
Logan Lucky,2017,Steven Soderbergh,"['Crime', 'Action', 'Comedy', 'Drama']",4,3.54,118,['USA'],English,['English'],294705,43552,69842,"['Channing Tatum', 'Adam Driver', 'Daniel Craig', 'Riley Keough', 'Katie Holmes', 'Katherine Waterston', 'Seth MacFarlane', 'Dwight Yoakam', 'Sebastian Stan', 'Brian Gleeson', 'Jack Quaid', 'David Denman', 'Hilary Swank', 'Macon Blair', 'Farrah Mackenzie', ""Jim O'Heir"", 'Rebecca Koon', 'Boden Johnston', 'Sutton Johnston', 'Charles Halford', 'Alex Ross', 'Tom Archdeacon', 'Eric Perez', 'William Mark McCullough', 'Daniel Jones', 'Joshua Hoover', 'Brian Allen', 'Lauren Revard', 'Ann Mahoney', 'Ryan Blaney', 'LA Winters', 'Whitney Graham', 'Brad Keselowski', 'Joey Logano', 'Jon Eyez', 'Edward Gelhaus', 'PJ McDonnell', 'Robert Fortner', 'Keith Hudson', 'Michael Tourek', 'Jesco White', 'Deneen Tyler', 'C.C. Taylor', 'Shaun Michael Lynch', 'Timothy J. Richardson', 'William Mahnken', 'Alvin Thomas', 'Caleb Emery', 'Kara Cantrell', 'Carl Edwards', 'Kyle Busch', 'Mike Joy', 'Darrell Waltrip', 'Jeff Gordon', 'Ron Clinton Smith', 'Randy Havens', 'Alex ter Avest', 'Vince Welch', 'Autumn Dial', 'LeAnn Rimes', 'Ellie Decker', 'Terence Rosemore', 'Helen LeRoy', 'Hank Quillen', 'Jerald Savage', 'Matthew Cardarople', 'Jerri Tubbs', 'Matthew Brady', 'Scott Parks', 'Lesa Wilson', 'Danielle Trotta', 'Adam Alexander', 'Stephanie Langston', 'Jay Pearson', 'Karen Wheeling Reynolds', 'Suzanne Jordan Roush', 'Neva Howell', 'Stephanie Albanese', 'Ito Aghayere', 'Brandon Ray Olive', 'Kyle Larson', 'Jimmy Kustes', 'David Bolinger']","['Fingerprint Releasing', 'FilmNation Entertainment']",https://letterboxd.com//film/logan-lucky/
Dunkirk,2017,Christopher Nolan,"['Action', 'Drama', 'War']",4,3.78,107,"['France', 'Netherlands', 'UK', 'USA']",English,"['English', 'French', 'German']",1574632,204163,452271,"['Fionn Whitehead', 'Tom Hardy', 'Mark Rylance', 'Kenneth Branagh', 'Cillian Murphy', 'Barry Keoghan', 'Harry Styles', 'Aneurin Barnard', 'Damien Bonnard', 'Lee Armstrong', 'James Bloor', 'Tom Glynn-Carney', 'Jack Lowden', 'Luke Thompson', 'Michel Biel', 'Constantin Balsan', 'Billy Howle', 'Mikey Collins', 'Callum Blake', 'Dean Ridge', 'Bobby Lockwood', 'Will Attenborough', 'Tom Nolan', ""James D'Arcy"", 'Matthew Marsh', 'Adam Long', 'Miranda Nolan', 'Bradley Hall', 'Jack Cutmore-Scott', 'Brett Lorenzini', 'Michael Fox', 'Brian Vernel', 'Elliott Tittensor', 'Kevin Guthrie', 'Harry Richardson', 'Jochum ten Haaf', 'Johnny Gibbon', 'Richard Sanderson', 'Kim Hartman', 'Calam Lynch', 'Charley Palmer Rothwell', 'Tom Gill', 'John Nolan', 'Bill Milner', 'Jack Riddiford', 'Harry Collett', 'Eric Richard', 'Michael Caine', 'Johnny Otto']","['Warner Bros. Pictures', 'Syncopy', 'RatPac Entertainment', 'Dombey Street Productions', 'Kaap Holland Film', 'StudioCanal', 'Canal+', 'Ciné+']",https://letterboxd.com//film/dunkirk-2017/
War for the Planet of the Apes,2017,Matt Reeves,"['War', 'Drama', 'Science Fiction']",4,3.73,140,"['Canada', 'USA', 'New Zealand']",English,['English'],459040,60356,95608,"['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval', 'Amiah Miller', 'Terry Notary', 'Ty Olsson', 'Michael Adamthwaite', 'Toby Kebbell', 'Gabriel Chavarria', 'Judy Greer', 'Sara Canning', 'Devyn Dalton', 'Aleks Paunovic', 'Alessandro Juliani', 'Max Lloyd-Jones', 'Timothy Webber', 'Lauro Chartrand', 'Shaun Omaid', 'Roger Cross', 'Mercedes de la Zerda', 'Doug Chapman', 'James Pizzinato', 'Chad Rook', 'Dean Redman', 'Steve Baran', 'Sandy Robson', 'Levi Meaden', 'Billy Wickman', 'Albert Nicholas', 'Kyle Horton', 'Paul Luongo', 'Thomas Potter', 'Mathew Yanagiya', 'Skye Notary', 'Willow Notary', 'Finn Notary', 'Phoenix Notary', 'Sadie Aperlo', 'Matilda Aperlo', 'Andrew Alexander Reeves']","['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment']",https://letterboxd.com//film/war-for-the-planet-of-the-apes/
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Joachim Rønning, Espen Sandberg","['Action', 'Fantasy', 'Adventure']",4,2.58,128,['USA'],English,['English'],567035,38652,58090,"['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush', 'Brenton Thwaites', 'Kaya Scodelario', 'Kevin McNally', 'Golshifteh Farahani', 'David Wenham', 'Stephen Graham', 'Angus Barnett', 'Martin Klebba', 'Adam Brown', 'Giles New', 'Orlando Bloom', 'Keira Knightley', 'Paul McCartney', 'Delroy Atkinson', 'Danny Kirrane', 'Juan Carlos Vellido', 'Rodney Afif', 'Rupert Raineri', 'Stephen Lopez', 'Nico Cortez', 'Mahesh Jadu', 'Bruce Spence', 'Justin Smith', 'John Leary', 'Anthony De La Torre', 'Finn Ireland', 'James Mackay', 'Bryan Probets', 'Will Ward', 'Lewis McGowan', 'Alexander Scheer', 'Richard Piper', 'Michael Dorman', 'Rohan Nichol', 'Paul Armstrong', 'Robert Morgan', 'Andreas Sobik', 'Goran D. Kleut', 'Scott G. Anderson', 'Travis Jeffery', 'Andrew Fraser', 'Akos Armont', 'Sean Lynch', ""Ben O'Toole"", 'Dakota Askew', 'Jamie Carter', 'Joe Klocek', 'Derani Scarr', 'Zoe Ventoura', 'Lenny Firth', 'Akshay Caplash', 'Jordan Fulleylove', 'Mivon Prince-Leyva', 'Rafael Torrijos', 'James Fraser', 'Kenneth Radley', 'Hannah Walters', 'Jonathan Elsom', 'K. Todd Freeman', 'Matthew Walker', 'Darcy Laurie', 'James Lawson', 'Brooke Chamberlain', 'Jessica Green', 'Haley Madison', 'Kiara Freeman', 'Piper Nairn', 'Suzanne Dervish-Ali', 'Donnie Baxter', 'Winnie Mzembe', 'Christie-Lee Britten', 'Mollie McGregor', 'Sophia McGregor', 'Garreth Hadfield']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Infinitum Nihil']",https://letterboxd.com//film/pirates-of-the-caribbean-dead-men-tell-no-tales/
Wonder Woman,2017,Patty Jenkins,"['Action', 'Fantasy', 'Adventure']",3,3.29,141,['USA'],English,"['English', 'German']",1304090,128478,269887,"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis', 'Elena Anaya', 'Lilly Aspell', 'Lisa Loven Kongsli', 'Ann Wolfe', 'Ann Ogbomo', 'Emily Carey', 'James Cosmo', 'Wolf Kahler', 'Alexander Mercury', 'Martin Bishop', 'Flora Nicholson', 'Pat Abernethy', 'Freddy Elletson', 'Sammy Hayman', 'Michael Tantrum', 'Philippe Spall', 'Edward Wolstenholme', 'Ian Hughes', 'Marko Leht', 'Steffan Rhodri', 'Andrew Byron', 'Dominic Kinnaird', 'Rachel Pickup', 'Ulli Ackermann', 'Frank Allen Forbes', 'Peter Stark', 'Rainer Bock', 'Josh Bromley', 'Jennie Eggleton', 'Eva Dabrowski', 'Harvey James', 'George Johnston', 'Danielle Lewis', 'Florence Kasumba', 'Eleanor Matsuura', 'Josette Simon', 'Doutzen Kroes', 'Hayley Warnes', 'Caitlin Burles', 'Jemma Moore', 'Samantha Win', 'Brooke Ence', 'Madeleine Vall', 'Hari James', 'Jacqui-Lee Pryce', 'Betty Adewole', 'Caroline Winberg', 'Lizzie Bowden', 'Kattreya Scheurer-Smith', 'Rekha Luther', 'Thaina Oliveira', 'Ooooota Adepo', 'Zinnia Kumar', 'Toma McDonagh', 'Amber Doyle', 'Freddy Carter', 'Fred Fergus', 'Tim Pritchett', 'Gana Bayarsaikhan', 'Camilla Roholm', 'Stephanie Haymes-Roven', 'Nia Burke', 'Dee Lewis Clay', 'Tori Letzler', 'Mayling Ng', 'Zack Snyder', 'Lee Neville', 'David Georgiou', 'Ana Cilas']","['Atlas Entertainment', 'Cruel & Unusual Films', 'DC Films']",https://letterboxd.com//film/wonder-woman-2017/
Guardians of the Galaxy Vol. 2,2017,James Gunn,"['Action', 'Science Fiction', 'Adventure']",2.5,3.5,137,['USA'],English,['English'],1874546,239350,493016,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Michael Rooker', 'Karen Gillan', 'Pom Klementieff', 'Sylvester Stallone', 'Kurt Russell', 'Elizabeth Debicki', 'Chris Sullivan', 'Sean Gunn', 'Tommy Flanagan', 'Laura Haddock', 'Aaron Schwartz', 'Hannah Gottesman', 'Hilty Bowen', 'Ben Browder', 'Alex Klein', 'Luke Cook', 'Evan Jones', 'Joe Fria', 'Terence Rosemore', 'Jimmy Urine', 'Stephen Blackehart', 'Steve Agee', 'Blondy Baruti', 'Richard Christy', 'Rob Zombie', 'Sierra Love', 'Kendra Carelli', 'Seth Green', 'Molly C. Quinn', 'Michael Rosenbaum', 'Rhoda Griffis', 'Milynn Sarley', 'Stan Lee', 'David Hasselhoff', 'Mac Wells', 'Jim Gunn Sr.', 'Leota Gunn', 'Elizabeth Faith Ludlow', 'Wyatt Oleff', 'Gregg Henry', 'Damita Jane Howard', 'Ving Rhames', 'Michelle Yeoh', 'Mike Escamilla', 'Miley Cyrus', 'Jeff Goldblum', 'Donny Carrington', 'Nea Dune', 'Fred Galle', ""Alphonso A'Qen-Aten Jackson"", 'Kelly Richardson', 'Guillermo Rodriguez', 'Josh Tipis', 'Jason Williams', 'Joe Heath']",['Marvel Studios'],https://letterboxd.com//film/guardians-of-the-galaxy-vol-2/
Baby Driver,2017,Edgar Wright,"['Crime', 'Action']",4,3.73,113,['UK'],English,['English'],2132468,185683,755312,"['Ansel Elgort', 'Kevin Spacey', 'Lily James', 'Jon Hamm', 'Jamie Foxx', 'Jon Bernthal', 'Eiza González', 'Flea', 'CJ Jones', 'Lanny Joon', 'Micah Howard', 'Morgan Brown', 'Morse Diggs', 'Sky Ferreira', 'Lance Palmer', 'Hudson Meek', 'Viviana Chavez', 'Hal Whiteside', 'Clay Donahue Fontenot', 'Brigitte Kali Canales', 'Patrick Walker', 'Ben VanderMey', 'David Robert Lewis', 'Big Boi', 'Killer Mike', 'Brogan Hall', 'Allison King', 'R. Marcos Taylor', 'Paul Williams', 'Joe Loya', 'Andy McDermott', 'Christopher Beanland', 'Andrea Frye', 'Thomas E. Haynes', 'Russell B. Spencer', 'Cynne Simpson', 'Keith Hudson', 'Sidney Sewell', 'Thurman Sewell', 'Elijah Everett', 'Jon Spencer', 'Walter Hill', 'Wilbur Fitzgerald', 'Jeff Chase', 'Shellita Boxie', 'Marshall Choka', 'Juliette Sicard', 'Marvin E. West', 'Connie Lee', 'James Blackshear', 'Erica Frene', 'Elizabeth Davidovich', 'Duke Jackson', 'Colin Lacativa', 'Trey McGriff', 'Donald K. Overstreet', 'Danny Le Boyer', 'David Conk', 'Troy Faruk', 'Mark Smith', 'Kenneth Manos', 'Arnold Montey', 'Nathaniel Perry', 'Kent Wagner', 'Whit Whitman', 'Perry Zulu Jr.', 'Chad Joyce']","['Big Talk Productions', 'Working Title']",https://letterboxd.com//film/baby-driver/
Kong: Skull Island,2017,Jordan Vogt-Roberts,"['Action', 'Adventure', 'Fantasy']",3,3.04,118,"['China', 'USA']",English,"['English', 'Vietnamese']",567107,54005,92045,"['Tom Hiddleston', 'Samuel L. Jackson', 'John Goodman', 'Brie Larson', 'Jing Tian', 'Toby Kebbell', 'John Ortiz', 'Corey Hawkins', 'Jason Mitchell', 'Shea Whigham', 'Thomas Mann', 'Terry Notary', 'John C. Reilly', 'Marc Evan Jackson', 'Eugene Cordero', 'MIYAVI', 'Will Brittain', 'Richard Jenkins', 'Allyn Rachel', 'Robert Taylor', 'James M. Connor', 'Thomas Middleditch', 'Brady Novak', 'Peter Karinen', 'Brian Sacca', 'Joshua Funk', 'Daniel F. Malone', 'Glenn Kiwi Hall', 'Garreth Hadfield', 'Shannon Brimelow', 'Jon Quested', 'Korey Williams', 'Dat Phan', 'Cynthy Wu', 'Beth Kennedy', 'Bryan Chojnowski', 'Nick Robinson', 'Kevin Kent', 'Erin Moriarty']","['Legendary Pictures', 'Tencent Pictures']",https://letterboxd.com//film/kong-skull-island/
Logan,2017,James Mangold,"['Drama', 'Science Fiction', 'Action']",4,4.1,137,['USA'],English,"['English', 'Spanish']",1248034,169660,414219,"['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Stephen Dunlevy', 'Eriq La Salle', 'Elise Neal', 'Quincy Fouse', 'Al Coronel', 'Frank Gallegos', 'Anthony Escobar', 'Reynaldo Gallegos', 'Krzysztof Soszynski', 'Daniel Bernhardt', 'Ryan Sturz', 'Jef Groff', 'Brandon Melendy', 'Oren Hawxhurst', 'Jeremy Fitzgerald', 'Chris Palermo', ""Paul Andrew O'Connor"", 'Clinton Roberts', 'Rocky Abou-Sakher', 'Keith Jardine', 'Jean Claude Leuyer', 'Andrew Arrabito', 'Sebastian James', 'Aaron Matthews', 'Garrett Hammond', 'Matt McClain', 'Maureen Brennan', 'Jason Genao', 'Hannah Westerfield', 'Bryant Tardy', 'Ashlyn Casalegno', 'Alison Fernandez', 'Parker Lovein', 'Jimmy Gonzales', 'Dave Davis', 'Lennie Loftin', 'Mark Ashworth', 'James Handy', 'Bryce Romero', 'Phi Vu', 'Chester Rushing', 'David Simpson', 'Lauren Gros', 'John Raymond', 'Vanessa Cloke', 'Doris Morgado', 'Katie Anne Mitchell', 'Lara Grice', 'James Moses Black', 'Ned Yousef', 'Michael Lehr', 'Baxter Humby', 'Bryan Sloyer', 'Daniel Hernández', 'John Bernecker', 'Evan Dane Taylor', 'Joe Nin Williams', 'Toby Holguin', 'Robert Wu', 'Anthony N.', 'Victor Winters-Junco', 'Eyad Elbitar', 'Craig Henningsen', 'Han Soto', 'Rissa Rose Kilar', 'Salef Celiz', 'Aidan Kennedy', 'Nayah Murphy', 'Chase Cubia', 'Emma Teo', 'Vincenzo Lucatorto', 'Noell Jellison', 'Haley Glass', 'Ella Rowbotham', 'Hudson Wright', 'Sebeon Jackson', 'Kelton DuMont', 'Damon Carney', 'Cynthia Woods', ""Mali O'Connor"", 'David Kallaway', 'Robert Vargas', 'David Paris', 'Gonzalo Robles', 'Tim Connolly', 'Mary Peyton Stewart', 'Julia Holt']","['Hutch Parker Entertainment', ""The Donners' Company"", 'Genre Films', '20th Century Fox']",https://letterboxd.com//film/logan-2017/
The Lego Batman Movie,2017,Chris McKay,"['Comedy', 'Animation', 'Family', 'Action']",4,3.77,104,"['Australia', 'Denmark', 'USA']",English,['English'],606122,95822,173882,"['Will Arnett', 'Zach Galifianakis', 'Michael Cera', 'Rosario Dawson', 'Ralph Fiennes', 'Jenny Slate', 'Mariah Carey', 'Channing Tatum', 'Billy Dee Williams', 'Hector Elizondo', ""Conan O'Brien"", 'Jason Mantzoukas', 'Doug Benson', 'Zoë Kravitz', 'Kate Micucci', 'Riki Lindhome', 'Jonah Hill', 'Adam Devine', 'Eddie Izzard', 'Seth Green', 'Jemaine Clement', 'Ellie Kemper', 'David Burrows', 'Ralph Garman', 'Chris Hardwick', 'Chris McKay', 'Laura Kightlinger', 'Susan Bennett', 'Todd Hansen', 'Mark Jonathan Davis', 'Lauren White', 'Brent Musburger', 'Abel Arnett', 'Archie Arnett', 'Marco Campagno', 'Garret Elkins', 'Ryan Halprin', 'Alison Ingram', 'Holly Isaacson', 'Kelly Lafferty', 'Doug Nicholas', 'Samantha Nisenboim', 'Chris Paluszek', 'Wendell Stephens', 'Vanara Taing', 'Matt Town', 'Bram Tulloch', 'John Venzon', 'Matt Villa', 'Charlie Bean']","['Lin Pictures', 'Animal Logic', 'DC Entertainment', 'Lord Miller', 'Warner Bros. Pictures', 'LEGO', 'Warner Bros. Pictures Animation', 'RatPac Entertainment']",https://letterboxd.com//film/the-lego-batman-movie/
John Wick: Chapter 2,2017,Chad Stahelski,"['Crime', 'Action', 'Thriller']",3.5,3.69,122,['USA'],English,"['English', 'Hebrew (modern)', 'Italian', 'Russian']",904548,90388,239463,"['Keanu Reeves', 'Common', 'Ian McShane', 'Laurence Fishburne', 'Riccardo Scamarcio', 'Ruby Rose', 'Lance Reddick', 'Peter Stormare', 'Bridget Moynahan', 'Franco Nero', 'John Leguizamo', 'Claudia Gerini', 'Wass Stevens', 'Peter Serafinowicz', 'Luca Mosca', 'Tobias Segal', 'Thomas Sadoski', 'Chukwudi Iwuji', 'Yama', 'Erik Frandsen', 'David Patrick Kelly', 'Perry Yung', 'Youma Diakite', 'Midori Nakamura', 'Mario Donatone', 'Giorgio Carminati', 'Elli', 'Thaddeus Daniels', 'Margaret Daly', 'Christine Hollingsworth', 'Ciscandra Nostalghia', 'Vadim Kroll', 'Simone Spinazzè', 'Chris LaPanta', 'Guyviaud Joseph', 'Diane Gooch', 'Alisa Ermolaev', 'Kelly Rae LeGault', 'Joan Smalls', 'Basil Iwanyk Sr.', 'Airon Armstrong', 'Nico Toffoli', 'Aaron Cohen', 'Aly Mang', 'Nora Sommerkamp', 'Marmee Regine Cosico', 'Nancy Cejari', 'Kitty Crystal', 'Jennifer Dong', 'Sidney Beitz', 'Mark Vincent', 'Justin L. Wilson', 'Shade Rupe', 'Heidi Moneymaker', 'Angel Pai', 'Johnny Otto', 'Nobuya Shimamoto', 'Oleg Prudius', 'Alex Ziwak', 'Bruno Verdirosi', ""Ottaviano Dell'Acqua"", 'Tim Connolly', 'Kenny Sheard', 'Stephen Dunlevy', 'Niko Nedyalkov', 'Bill Walters', 'Claudia Delli Noci']","['Thunder Road', '87Eleven', 'Summit Entertainment']",https://letterboxd.com//film/john-wick-chapter-2/
Call Me by Your Name,2017,Luca Guadagnino,"['Romance', 'Drama']",3.5,3.87,132,"['Brazil', 'France', 'Italy', 'USA']",English,"['English', 'French', 'Italian']",1689038,244763,629616,"['Timothée Chalamet', 'Armie Hammer', 'Michael Stuhlbarg', 'Amira Casar', 'Esther Garrel', 'Victoire Du Bois', 'Vanda Capriolo', 'Antonio Rimoldi', 'Elena Bucci', 'Marco Sgrosso', 'André Aciman', 'Peter Spears', 'Andrew Duncan Hinojosa']","['La Cinéfacture', 'RT Features', 'Frenesy Film', ""Water's End Productions"", 'M.Y.R.A. Entertainment', 'CineFinance Italia']",https://letterboxd.com//film/call-me-by-your-name/
Passengers,2016,Morten Tyldum,"['Romance', 'Drama', 'Science Fiction']",3,2.77,116,['USA'],English,['English'],525633,30093,60533,"['Chris Pratt', 'Jennifer Lawrence', 'Michael Sheen', 'Laurence Fishburne', 'Andy García', 'Vince Foster', 'Kara Flowers', 'Conor Brophy', 'Julee Cerda', 'Aurora Perrineau', 'Lauren Farmer', 'Emerald Mayne', 'Kristin Brock', 'Tom Ferrari', 'Quansae Rutledge', 'Desmond Reid', 'Emma Clarke', 'Chris Edgerly', 'Fred Melamed', 'Matt Corboy', 'Jesus Mendoza', 'Alpha Takahashi', 'Matthew Wolf', 'Jean-Michel Richaud', 'Jon Spaihts', 'Curtis Grecco', 'Joy Spears', 'Steph Allen', 'Kimberly Battista', 'Nazanin Boniadi', 'Marie Burke', 'Lindsey Elizabeth', 'Ana Gray', 'Kenneth Jones', 'Inder Kumar', 'Stephen M. LaBar Jr.', 'Ashley Lambert', 'Robert Larriviere', 'Shelby Taylor Mullins', 'Jeff Olsen', 'Kelli Pardo', 'Kayla Jenee Radomski', 'Jamie Soricelli', 'Ivana Vitomir']","['Wanda Pictures', 'Columbia Pictures', 'Village Roadshow Pictures', 'Original Film', 'Company Films', 'Start Motion Pictures', 'LStar Capital']",https://letterboxd.com//film/passengers-2016/
